"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","175"
"Cow Dung","425"
"Electricity Fuel","4"
"KeroseneFuel","42"
"LP Gas","210"
"Not Sated about Fuel","86"
"OthersFuel","10"
"Wood/FireWood","7277"
"Total","8229"
