"Population by Religion","Number"
"Bahai","3"
"Bon","0"
"Buddism","4544"
"Christianity","159"
"Hindu","39622"
"Islam","722"
"Jainism","0"
"Kirat","22"
"Prakriti","3"
"Sikhism","0"
"Undefined","152"
"Total","45227"
