"Population by Caste Ethinicity","Number"
"Bhote",""
"Female","178"
"Male","164"
"","342"
"Brahman - Hill",""
"Female","69"
"Male","71"
"","140"
"Chhetri",""
"Female","61"
"Male","59"
"","120"
"Damai/Dholi",""
"Female","65"
"Male","47"
"","112"
"Kami",""
"Female","316"
"Male","271"
"","587"
"Limbu",""
"Female","3796"
"Male","3310"
"","7106"
"Magar",""
"Female","21"
"Male","18"
"","39"
"Newar",""
"Female","25"
"Male","19"
"","44"
"Others",""
"Female","12"
"Male","18"
"","30"
"Rai",""
"Female","17"
"Male","10"
"","27"
"Sanyasi/Dasnami",""
"Female","93"
"Male","73"
"","166"
"Sherpa",""
"Female","1975"
"Male","1629"
"","3604"
"Tamang",""
"Female","111"
"Male","120"
"","231"
