"Population by Five Years Age Group","Number"
"0-4",""
"Female","814"
"Male","873"
"10-14",""
"Female","1675"
"Male","1544"
"15-19",""
"Female","1484"
"Male","1086"
"20-24",""
"Female","940"
"Male","478"
"25-29",""
"Female","813"
"Male","358"
"30-34",""
"Female","701"
"Male","298"
"35-39",""
"Female","821"
"Male","362"
"40-44",""
"Female","742"
"Male","426"
"45-49",""
"Female","637"
"Male","464"
"50-54",""
"Female","656"
"Male","581"
"55-59",""
"Female","456"
"Male","449"
"5-9",""
"Female","1202"
"Male","1181"
"60-64",""
"Female","471"
"Male","411"
"65-69",""
"Female","338"
"Male","315"
"70-74",""
"Female","312"
"Male","281"
"75+",""
"Female","475"
"Male","409"
