"Population by Single Year of Age","Number"
"0",""
"Female","129"
"Male","131"
"1",""
"Female","115"
"Male","123"
"10",""
"Female","147"
"Male","141"
"11",""
"Female","130"
"Male","126"
"12",""
"Female","170"
"Male","141"
"13",""
"Female","146"
"Male","110"
"14",""
"Female","126"
"Male","158"
"15",""
"Female","123"
"Male","96"
"16",""
"Female","116"
"Male","91"
"17",""
"Female","93"
"Male","67"
"18",""
"Female","99"
"Male","125"
"19",""
"Female","74"
"Male","73"
"2",""
"Female","150"
"Male","169"
"20",""
"Female","132"
"Male","87"
"21",""
"Female","86"
"Male","77"
"22",""
"Female","103"
"Male","89"
"23",""
"Female","78"
"Male","98"
"24",""
"Female","81"
"Male","86"
"25",""
"Female","103"
"Male","150"
"26",""
"Female","70"
"Male","80"
"27",""
"Female","48"
"Male","85"
"28",""
"Female","70"
"Male","95"
"29",""
"Female","37"
"Male","58"
"3",""
"Female","210"
"Male","171"
"30",""
"Female","110"
"Male","99"
"31",""
"Female","40"
"Male","35"
"32",""
"Female","61"
"Male","62"
"33",""
"Female","50"
"Male","70"
"34",""
"Female","50"
"Male","52"
"35",""
"Female","114"
"Male","106"
"36",""
"Female","41"
"Male","58"
"37",""
"Female","37"
"Male","36"
"38",""
"Female","63"
"Male","56"
"39",""
"Female","35"
"Male","29"
"4",""
"Female","149"
"Male","172"
"40",""
"Female","100"
"Male","99"
"41",""
"Female","38"
"Male","31"
"42",""
"Female","44"
"Male","41"
"43",""
"Female","16"
"Male","30"
"44",""
"Female","28"
"Male","33"
"45",""
"Female","93"
"Male","76"
"46",""
"Female","25"
"Male","30"
"47",""
"Female","24"
"Male","20"
"48",""
"Female","38"
"Male","49"
"49",""
"Female","30"
"Male","27"
"5",""
"Female","162"
"Male","137"
"50",""
"Female","71"
"Male","57"
"51",""
"Female","33"
"Male","39"
"52",""
"Female","29"
"Male","34"
"53",""
"Female","18"
"Male","28"
"54",""
"Female","13"
"Male","20"
"55",""
"Female","61"
"Male","44"
"56",""
"Female","34"
"Male","29"
"57",""
"Female","19"
"Male","19"
"58",""
"Female","23"
"Male","31"
"59",""
"Female","14"
"Male","34"
"6",""
"Female","142"
"Male","158"
"60",""
"Female","57"
"Male","52"
"61",""
"Female","29"
"Male","24"
"62",""
"Female","23"
"Male","21"
"63",""
"Female","14"
"Male","16"
"64",""
"Female","10"
"Male","15"
"65",""
"Female","36"
"Male","36"
"66",""
"Female","11"
"Male","12"
"67",""
"Female","8"
"Male","7"
"68",""
"Female","6"
"Male","6"
"69",""
"Female","4"
"Male","5"
"7",""
"Female","166"
"Male","144"
"70",""
"Female","23"
"Male","22"
"71",""
"Female","4"
"Male","5"
"72",""
"Female","2"
"Male","5"
"73",""
"Female","2"
"Male","3"
"74",""
"Female","2"
"Male","2"
"75",""
"Female","12"
"Male","9"
"76",""
"Female","1"
"Male","1"
"77",""
"Female","0"
"Male","2"
"78",""
"Female","1"
"Male","1"
"8",""
"Female","140"
"Male","169"
"80",""
"Female","3"
"Male","5"
"81",""
"Female","0"
"Male","1"
"82",""
"Female","2"
"Male","1"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","1"
"Male","9"
"9",""
"Female","140"
"Male","133"
