"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1"
"Cow Dung","0"
"Electricity","3"
"Kerosene","2"
"LP Gas","0"
"Not stated","7"
"Others","1"
"Wood/Firewood","1930"
"Total","1944"
