"Population by Five Years Age Group","Number"
"0-4",""
"Female","2011"
"Male","2285"
"10-14",""
"Female","3570"
"Male","4003"
"15-19",""
"Female","3602"
"Male","3599"
"20-24",""
"Female","3310"
"Male","2606"
"25-29",""
"Female","3014"
"Male","1973"
"30-34",""
"Female","2516"
"Male","1748"
"35-39",""
"Female","2178"
"Male","1663"
"40-44",""
"Female","1727"
"Male","1502"
"45-49",""
"Female","1428"
"Male","1299"
"50-54",""
"Female","1190"
"Male","1161"
"55-59",""
"Female","882"
"Male","892"
"5-9",""
"Female","2715"
"Male","3125"
"60-64",""
"Female","725"
"Male","731"
"65-69",""
"Female","627"
"Male","608"
"70-74",""
"Female","470"
"Male","445"
"75+",""
"Female","686"
"Male","599"
