"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","66"
"Male","374"
"Bhujel",""
"Female","80"
"Male","85"
"Bote",""
"Female","18"
"Male","29"
"Chepang",""
"Female","3"
"Male","8"
"Darai",""
"Female","23"
"Male","23"
"Gurung",""
"Female","862"
"Male","751"
"Hindi",""
"Female","24"
"Male","78"
"Kumal",""
"Female","8"
"Male","13"
"Magar",""
"Female","4001"
"Male","3519"
"Maithili",""
"Female","46"
"Male","117"
"Majhi",""
"Female","14"
"Male","15"
"Nepali",""
"Female","23637"
"Male","21357"
"Newar",""
"Female","490"
"Male","461"
"Not Reported",""
"Female","15"
"Male","13"
"Others",""
"Female","16"
"Male","31"
"Rai",""
"Female","3"
"Male","11"
"Sanskrit",""
"Female","7"
"Male","6"
"Tamang",""
"Female","162"
"Male","192"
"Tharu",""
"Female","1147"
"Male","1091"
"Uranw/Urau",""
"Female","0"
"Male","13"
"Urdu",""
"Female","10"
"Male","22"
