"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","1043"
"Cow Dung","11"
"Electricity","16"
"Kerosene","107"
"LP Gas","6037"
"Not stated","67"
"Others","17"
"Wood/Firewood","6325"
"Total","13623"
