"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","10"
"Cow Dung","1719"
"Electricity","10"
"Kerosene","68"
"LP Gas","29"
"Not stated","35"
"Others","18"
"Wood/Firewood","2184"
"Total","4073"
