"Population by Single Year of Age","Number"
"0",""
"Female","245"
"Male","331"
"1",""
"Female","263"
"Male","358"
"10",""
"Female","403"
"Male","416"
"11",""
"Female","378"
"Male","399"
"12",""
"Female","446"
"Male","426"
"13",""
"Female","399"
"Male","391"
"14",""
"Female","415"
"Male","357"
"15",""
"Female","387"
"Male","326"
"16",""
"Female","375"
"Male","275"
"17",""
"Female","392"
"Male","255"
"18",""
"Female","410"
"Male","202"
"19",""
"Female","319"
"Male","126"
"2",""
"Female","288"
"Male","310"
"20",""
"Female","271"
"Male","118"
"21",""
"Female","346"
"Male","126"
"22",""
"Female","340"
"Male","111"
"23",""
"Female","320"
"Male","87"
"24",""
"Female","258"
"Male","93"
"25",""
"Female","342"
"Male","87"
"26",""
"Female","267"
"Male","90"
"27",""
"Female","233"
"Male","87"
"28",""
"Female","262"
"Male","109"
"29",""
"Female","168"
"Male","69"
"3",""
"Female","296"
"Male","355"
"30",""
"Female","238"
"Male","101"
"31",""
"Female","146"
"Male","80"
"32",""
"Female","215"
"Male","82"
"33",""
"Female","139"
"Male","66"
"34",""
"Female","168"
"Male","74"
"35",""
"Female","298"
"Male","106"
"36",""
"Female","163"
"Male","72"
"37",""
"Female","122"
"Male","53"
"38",""
"Female","185"
"Male","73"
"39",""
"Female","127"
"Male","63"
"4",""
"Female","357"
"Male","348"
"40",""
"Female","279"
"Male","103"
"41",""
"Female","146"
"Male","78"
"42",""
"Female","161"
"Male","94"
"43",""
"Female","140"
"Male","83"
"44",""
"Female","118"
"Male","84"
"45",""
"Female","268"
"Male","110"
"46",""
"Female","103"
"Male","72"
"47",""
"Female","135"
"Male","68"
"48",""
"Female","178"
"Male","107"
"49",""
"Female","131"
"Male","88"
"5",""
"Female","345"
"Male","334"
"50",""
"Female","218"
"Male","129"
"51",""
"Female","112"
"Male","116"
"52",""
"Female","141"
"Male","124"
"53",""
"Female","104"
"Male","85"
"54",""
"Female","80"
"Male","91"
"55",""
"Female","129"
"Male","140"
"56",""
"Female","107"
"Male","99"
"57",""
"Female","96"
"Male","72"
"58",""
"Female","88"
"Male","92"
"59",""
"Female","89"
"Male","74"
"6",""
"Female","335"
"Male","328"
"60",""
"Female","161"
"Male","101"
"61",""
"Female","101"
"Male","93"
"62",""
"Female","111"
"Male","93"
"63",""
"Female","84"
"Male","69"
"64",""
"Female","64"
"Male","91"
"65",""
"Female","128"
"Male","98"
"66",""
"Female","60"
"Male","53"
"67",""
"Female","92"
"Male","71"
"68",""
"Female","87"
"Male","85"
"69",""
"Female","46"
"Male","45"
"7",""
"Female","375"
"Male","389"
"70",""
"Female","96"
"Male","89"
"71",""
"Female","58"
"Male","45"
"72",""
"Female","58"
"Male","72"
"73",""
"Female","41"
"Male","48"
"74",""
"Female","30"
"Male","47"
"75",""
"Female","60"
"Male","54"
"76",""
"Female","33"
"Male","32"
"77",""
"Female","35"
"Male","38"
"78",""
"Female","50"
"Male","43"
"79",""
"Female","28"
"Male","34"
"8",""
"Female","356"
"Male","405"
"80",""
"Female","28"
"Male","43"
"81",""
"Female","24"
"Male","35"
"82",""
"Female","19"
"Male","30"
"83",""
"Female","19"
"Male","20"
"84",""
"Female","19"
"Male","19"
"85",""
"Female","65"
"Male","70"
"9",""
"Female","363"
"Male","364"
