"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","6"
"Cow Dung","13"
"Electricity","0"
"Kerosene","27"
"LP Gas","64"
"Not stated","5"
"Others","0"
"Wood/Firewood","6709"
"Total","6824"
