"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","106"
"Cow Dung","3558"
"Electricity Fuel","0"
"KeroseneFuel","94"
"LP Gas","158"
"Not Sated about Fuel","66"
"OthersFuel","9"
"Wood/FireWood","3294"
"Total","7285"
