"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","6"
"Male","5"
"","11"
"Bantaba",""
"Female","8"
"Male","5"
"","13"
"Bote",""
"Female","5"
"Male","8"
"","13"
"Brahman - Hill",""
"Female","133"
"Male","164"
"","297"
"Chhetri",""
"Female","402"
"Male","330"
"","732"
"Damai/Dholi",""
"Female","89"
"Male","93"
"","182"
"Gharti/Bhujel",""
"Female","26"
"Male","25"
"","51"
"Gurung",""
"Female","20"
"Male","18"
"","38"
"Kami",""
"Female","252"
"Male","224"
"","476"
"Kathabaniyan",""
"Female","11"
"Male","15"
"","26"
"Limbu",""
"Female","3412"
"Male","2873"
"","6285"
"Magar",""
"Female","953"
"Male","771"
"","1724"
"Majhi",""
"Female","54"
"Male","48"
"","102"
"Newar",""
"Female","70"
"Male","66"
"","136"
"Others",""
"Female","48"
"Male","61"
"","109"
"Rai",""
"Female","4427"
"Male","4072"
"","8499"
"Sarki",""
"Female","140"
"Male","126"
"","266"
"Tamang",""
"Female","370"
"Male","294"
"","664"
"Teli",""
"Female","2"
"Male","11"
"","13"
"Tharu",""
"Female","5"
"Male","28"
"","33"
"Undefined Others",""
"Female","32"
"Male","28"
"","60"
"Yadav",""
"Female","5"
"Male","10"
"","15"
"Yakkha",""
"Female","796"
"Male","650"
"","1446"
"Yamphu",""
"Female","181"
"Male","164"
"","345"
