"Population by Mother tongue","Number"
"Bantawa",""
"Female","3505"
"Male","3166"
"","6671"
"Bote",""
"Female","5"
"Male","8"
"","13"
"Chamling",""
"Female","22"
"Male","30"
"","52"
"Chhintang",""
"Female","107"
"Male","107"
"","214"
"Gurung",""
"Female","11"
"Male","8"
"","19"
"Limbu",""
"Female","3274"
"Male","2754"
"","6028"
"Lohorung",""
"Female","81"
"Male","83"
"","164"
"Magar",""
"Female","932"
"Male","752"
"","1684"
"Maithili",""
"Female","31"
"Male","73"
"","104"
"Nepali",""
"Female","1372"
"Male","1260"
"","2632"
"Newar",""
"Female","48"
"Male","50"
"","98"
"Not Reported",""
"Female","53"
"Male","54"
"","107"
"Others",""
"Female","81"
"Male","68"
"","149"
"Rai",""
"Female","594"
"Male","566"
"","1160"
"Tamang",""
"Female","350"
"Male","276"
"","626"
"Tharu",""
"Female","1"
"Male","20"
"","21"
"Wambule",""
"Female","7"
"Male","7"
"","14"
"Yakkha",""
"Female","794"
"Male","644"
"","1438"
"Yamphu/Yamphe",""
"Female","179"
"Male","163"
"","342"
