"Population by Caste Ethinicity","Number"
"Badi",""
"Female","28"
"Male","19"
"","47"
"Brahman - Hill",""
"Female","2166"
"Male","2187"
"","4353"
"Chhetri",""
"Female","1039"
"Male","1130"
"","2169"
"Dalit Others",""
"Female","10"
"Male","13"
"","23"
"Damai/Dholi",""
"Female","545"
"Male","584"
"","1129"
"Gurung",""
"Female","8"
"Male","8"
"","16"
"Kami",""
"Female","2150"
"Male","2257"
"","4407"
"Kumal",""
"Female","7"
"Male","4"
"","11"
"Lohar",""
"Female","110"
"Male","119"
"","229"
"Magar",""
"Female","13"
"Male","28"
"","41"
"Musalman",""
"Female","4"
"Male","8"
"","12"
"Others",""
"Female","7"
"Male","24"
"","31"
"Sanyasi/Dasnami",""
"Female","101"
"Male","113"
"","214"
"Sarki",""
"Female","100"
"Male","105"
"","205"
"Tamang",""
"Female","9"
"Male","10"
"","19"
"Terai Others",""
"Female","14"
"Male","17"
"","31"
"Thakuri",""
"Female","3634"
"Male","3693"
"","7327"
"Tharu",""
"Female","9"
"Male","15"
"","24"
