"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","10"
"Cow Dung","0"
"Electricity Fuel","1"
"KeroseneFuel","1"
"LP Gas","246"
"Not Sated about Fuel","30"
"OthersFuel","17"
"Wood/FireWood","3307"
"Total","3612"
