"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","22"
"Christianity","47"
"Hindu","20531"
"Islam","16"
"Jainism","0"
"Kirat","2"
"Prakriti","0"
"Sikhism","0"
"Undefined","0"
"Total","20618"
