"Population by Five Years Age Group","Number"
"0-4",""
"Female","913"
"Male","834"
"10-14",""
"Female","1379"
"Male","1476"
"15-19",""
"Female","918"
"Male","1132"
"20-24",""
"Female","711"
"Male","715"
"25-29",""
"Female","689"
"Male","658"
"30-34",""
"Female","612"
"Male","568"
"35-39",""
"Female","670"
"Male","622"
"40-44",""
"Female","568"
"Male","587"
"45-49",""
"Female","531"
"Male","556"
"50-54",""
"Female","493"
"Male","543"
"55-59",""
"Female","364"
"Male","452"
"5-9",""
"Female","1250"
"Male","1272"
"60-64",""
"Female","402"
"Male","407"
"65-69",""
"Female","285"
"Male","313"
"70-74",""
"Female","234"
"Male","259"
"75+",""
"Female","274"
"Male","299"
