"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","35"
"Cow Dung","2"
"Electricity","0"
"Kerosene","11"
"LP Gas","93"
"Not stated","32"
"Others","1"
"Wood/Firewood","4833"
"Total","5007"
