"Population by Five Years Age Group","Number"
"0-4",""
"Female","2850"
"Male","3113"
"10-14",""
"Female","4267"
"Male","4329"
"15-19",""
"Female","4345"
"Male","3936"
"20-24",""
"Female","4420"
"Male","3065"
"25-29",""
"Female","4247"
"Male","2671"
"30-34",""
"Female","3371"
"Male","2719"
"35-39",""
"Female","2870"
"Male","2489"
"40-44",""
"Female","2311"
"Male","2130"
"45-49",""
"Female","1782"
"Male","1810"
"50-54",""
"Female","1553"
"Male","1539"
"55-59",""
"Female","1209"
"Male","1158"
"5-9",""
"Female","3618"
"Male","3809"
"60-64",""
"Female","1009"
"Male","1052"
"65-69",""
"Female","761"
"Male","727"
"70-74",""
"Female","542"
"Male","570"
"75+",""
"Female","764"
"Male","707"
