"Population by Single Year of Age","Number"
"0",""
"Female","577"
"Male","672"
"1",""
"Female","518"
"Male","623"
"10",""
"Female","795"
"Male","870"
"11",""
"Female","798"
"Male","816"
"12",""
"Female","909"
"Male","905"
"13",""
"Female","834"
"Male","853"
"14",""
"Female","931"
"Male","885"
"15",""
"Female","882"
"Male","849"
"16",""
"Female","838"
"Male","804"
"17",""
"Female","888"
"Male","810"
"18",""
"Female","971"
"Male","866"
"19",""
"Female","766"
"Male","607"
"2",""
"Female","560"
"Male","615"
"20",""
"Female","980"
"Male","772"
"21",""
"Female","772"
"Male","563"
"22",""
"Female","994"
"Male","690"
"23",""
"Female","865"
"Male","524"
"24",""
"Female","809"
"Male","516"
"25",""
"Female","1081"
"Male","584"
"26",""
"Female","821"
"Male","515"
"27",""
"Female","841"
"Male","511"
"28",""
"Female","927"
"Male","662"
"29",""
"Female","577"
"Male","399"
"3",""
"Female","545"
"Male","575"
"30",""
"Female","1102"
"Male","787"
"31",""
"Female","451"
"Male","372"
"32",""
"Female","752"
"Male","633"
"33",""
"Female","529"
"Male","446"
"34",""
"Female","537"
"Male","481"
"35",""
"Female","968"
"Male","806"
"36",""
"Female","587"
"Male","442"
"37",""
"Female","382"
"Male","387"
"38",""
"Female","566"
"Male","505"
"39",""
"Female","367"
"Male","349"
"4",""
"Female","650"
"Male","628"
"40",""
"Female","887"
"Male","763"
"41",""
"Female","302"
"Male","296"
"42",""
"Female","446"
"Male","443"
"43",""
"Female","361"
"Male","354"
"44",""
"Female","315"
"Male","274"
"45",""
"Female","643"
"Male","596"
"46",""
"Female","347"
"Male","330"
"47",""
"Female","272"
"Male","298"
"48",""
"Female","305"
"Male","348"
"49",""
"Female","215"
"Male","238"
"5",""
"Female","669"
"Male","772"
"50",""
"Female","571"
"Male","553"
"51",""
"Female","203"
"Male","217"
"52",""
"Female","316"
"Male","366"
"53",""
"Female","239"
"Male","210"
"54",""
"Female","224"
"Male","193"
"55",""
"Female","382"
"Male","374"
"56",""
"Female","253"
"Male","234"
"57",""
"Female","187"
"Male","178"
"58",""
"Female","227"
"Male","228"
"59",""
"Female","160"
"Male","144"
"6",""
"Female","695"
"Male","742"
"60",""
"Female","386"
"Male","387"
"61",""
"Female","180"
"Male","173"
"62",""
"Female","171"
"Male","194"
"63",""
"Female","136"
"Male","147"
"64",""
"Female","136"
"Male","151"
"65",""
"Female","267"
"Male","219"
"66",""
"Female","111"
"Male","109"
"67",""
"Female","157"
"Male","147"
"68",""
"Female","165"
"Male","174"
"69",""
"Female","61"
"Male","78"
"7",""
"Female","772"
"Male","775"
"70",""
"Female","207"
"Male","210"
"71",""
"Female","69"
"Male","82"
"72",""
"Female","103"
"Male","121"
"73",""
"Female","99"
"Male","81"
"74",""
"Female","64"
"Male","76"
"75",""
"Female","146"
"Male","128"
"76",""
"Female","54"
"Male","57"
"77",""
"Female","60"
"Male","60"
"78",""
"Female","84"
"Male","79"
"79",""
"Female","48"
"Male","42"
"8",""
"Female","793"
"Male","813"
"80",""
"Female","62"
"Male","64"
"81",""
"Female","31"
"Male","30"
"82",""
"Female","38"
"Male","47"
"83",""
"Female","36"
"Male","28"
"84",""
"Female","36"
"Male","37"
"85",""
"Female","169"
"Male","135"
"9",""
"Female","689"
"Male","707"
