"Population by Five Years Age Group","Number"
"0-4",""
"Female","1694"
"Male","1688"
"10-14",""
"Female","2257"
"Male","2062"
"15-19",""
"Female","1355"
"Male","1644"
"20-24",""
"Female","1426"
"Male","1443"
"25-29",""
"Female","1309"
"Male","1039"
"30-34",""
"Female","1243"
"Male","881"
"35-39",""
"Female","1124"
"Male","965"
"40-44",""
"Female","878"
"Male","771"
"45-49",""
"Female","740"
"Male","745"
"50-54",""
"Female","576"
"Male","625"
"55-59",""
"Female","489"
"Male","606"
"5-9",""
"Female","2068"
"Male","2244"
"60-64",""
"Female","440"
"Male","514"
"65-69",""
"Female","323"
"Male","339"
"70-74",""
"Female","192"
"Male","292"
"75+",""
"Female","139"
"Male","155"
