"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","10"
"Cow Dung","3340"
"Electricity","3"
"Kerosene","67"
"LP Gas","29"
"Not stated","208"
"Others","14"
"Wood/Firewood","2146"
"Total","5817"
