"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","22"
"Male","25"
"","47"
"Chhetri",""
"Female","626"
"Male","528"
"","1154"
"Dalit Others",""
"Female","116"
"Male","104"
"","220"
"Damai/Dholi",""
"Female","238"
"Male","197"
"","435"
"Gurung",""
"Female","40"
"Male","38"
"","78"
"Kami",""
"Female","1327"
"Male","1099"
"","2426"
"Magar",""
"Female","6196"
"Male","5391"
"","11587"
"Newar",""
"Female","5"
"Male","15"
"","20"
"Others",""
"Female","15"
"Male","22"
"","37"
"Sarki",""
"Female","15"
"Male","15"
"","30"
