"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","4147"
"Christianity","350"
"Hindu","10971"
"Islam","0"
"Jainism","0"
"Kirat","0"
"Prakriti","499"
"Sikhism","0"
"Undefined","67"
"Total","16034"
