"Population by Five Years Age Group","Number"
"0-4",""
"Female","1149"
"Male","1137"
"10-14",""
"Female","1519"
"Male","1550"
"15-19",""
"Female","929"
"Male","1156"
"20-24",""
"Female","881"
"Male","864"
"25-29",""
"Female","930"
"Male","858"
"30-34",""
"Female","871"
"Male","648"
"35-39",""
"Female","811"
"Male","724"
"40-44",""
"Female","585"
"Male","594"
"45-49",""
"Female","475"
"Male","518"
"50-54",""
"Female","341"
"Male","404"
"55-59",""
"Female","377"
"Male","376"
"5-9",""
"Female","1499"
"Male","1567"
"60-64",""
"Female","340"
"Male","358"
"65-69",""
"Female","248"
"Male","286"
"70-74",""
"Female","148"
"Male","163"
"75+",""
"Female","144"
"Male","128"
