"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","7"
"Cow Dung","3028"
"Electricity","5"
"Kerosene","43"
"LP Gas","45"
"Not stated","48"
"Others","28"
"Wood/Firewood","799"
"Total","4003"
