"Population by Single Year of Age","Number"
"0",""
"Female","430"
"Male","549"
"1",""
"Female","393"
"Male","470"
"10",""
"Female","644"
"Male","726"
"11",""
"Female","606"
"Male","645"
"12",""
"Female","719"
"Male","686"
"13",""
"Female","672"
"Male","644"
"14",""
"Female","598"
"Male","587"
"15",""
"Female","621"
"Male","521"
"16",""
"Female","525"
"Male","438"
"17",""
"Female","563"
"Male","410"
"18",""
"Female","567"
"Male","417"
"19",""
"Female","430"
"Male","234"
"2",""
"Female","512"
"Male","540"
"20",""
"Female","453"
"Male","248"
"21",""
"Female","377"
"Male","197"
"22",""
"Female","480"
"Male","256"
"23",""
"Female","388"
"Male","160"
"24",""
"Female","384"
"Male","196"
"25",""
"Female","468"
"Male","204"
"26",""
"Female","350"
"Male","174"
"27",""
"Female","367"
"Male","160"
"28",""
"Female","352"
"Male","187"
"29",""
"Female","248"
"Male","154"
"3",""
"Female","499"
"Male","546"
"30",""
"Female","455"
"Male","208"
"31",""
"Female","214"
"Male","141"
"32",""
"Female","306"
"Male","198"
"33",""
"Female","212"
"Male","141"
"34",""
"Female","206"
"Male","148"
"35",""
"Female","422"
"Male","250"
"36",""
"Female","240"
"Male","152"
"37",""
"Female","225"
"Male","188"
"38",""
"Female","211"
"Male","167"
"39",""
"Female","223"
"Male","159"
"4",""
"Female","562"
"Male","646"
"40",""
"Female","398"
"Male","254"
"41",""
"Female","155"
"Male","151"
"42",""
"Female","230"
"Male","187"
"43",""
"Female","190"
"Male","154"
"44",""
"Female","139"
"Male","118"
"45",""
"Female","325"
"Male","222"
"46",""
"Female","144"
"Male","141"
"47",""
"Female","161"
"Male","190"
"48",""
"Female","187"
"Male","167"
"49",""
"Female","183"
"Male","151"
"5",""
"Female","595"
"Male","592"
"50",""
"Female","298"
"Male","277"
"51",""
"Female","144"
"Male","144"
"52",""
"Female","138"
"Male","170"
"53",""
"Female","126"
"Male","136"
"54",""
"Female","116"
"Male","130"
"55",""
"Female","198"
"Male","172"
"56",""
"Female","150"
"Male","146"
"57",""
"Female","138"
"Male","143"
"58",""
"Female","125"
"Male","121"
"59",""
"Female","119"
"Male","115"
"6",""
"Female","607"
"Male","598"
"60",""
"Female","242"
"Male","186"
"61",""
"Female","132"
"Male","111"
"62",""
"Female","123"
"Male","139"
"63",""
"Female","82"
"Male","92"
"64",""
"Female","78"
"Male","95"
"65",""
"Female","161"
"Male","112"
"66",""
"Female","76"
"Male","58"
"67",""
"Female","116"
"Male","131"
"68",""
"Female","104"
"Male","96"
"69",""
"Female","36"
"Male","58"
"7",""
"Female","651"
"Male","632"
"70",""
"Female","123"
"Male","119"
"71",""
"Female","54"
"Male","78"
"72",""
"Female","56"
"Male","82"
"73",""
"Female","46"
"Male","54"
"74",""
"Female","27"
"Male","46"
"75",""
"Female","66"
"Male","76"
"76",""
"Female","28"
"Male","40"
"77",""
"Female","41"
"Male","67"
"78",""
"Female","58"
"Male","57"
"79",""
"Female","24"
"Male","28"
"8",""
"Female","589"
"Male","601"
"80",""
"Female","42"
"Male","40"
"81",""
"Female","16"
"Male","21"
"82",""
"Female","15"
"Male","27"
"83",""
"Female","14"
"Male","24"
"84",""
"Female","14"
"Male","20"
"85",""
"Female","57"
"Male","76"
"9",""
"Female","547"
"Male","603"
