"Population by Five Years Age Group","Number"
"0-4",""
"Female","2396"
"Male","2751"
"10-14",""
"Female","3239"
"Male","3288"
"15-19",""
"Female","2706"
"Male","2020"
"20-24",""
"Female","2082"
"Male","1057"
"25-29",""
"Female","1785"
"Male","879"
"30-34",""
"Female","1393"
"Male","836"
"35-39",""
"Female","1321"
"Male","916"
"40-44",""
"Female","1112"
"Male","864"
"45-49",""
"Female","1000"
"Male","871"
"50-54",""
"Female","822"
"Male","857"
"55-59",""
"Female","730"
"Male","697"
"5-9",""
"Female","2989"
"Male","3026"
"60-64",""
"Female","657"
"Male","623"
"65-69",""
"Female","493"
"Male","455"
"70-74",""
"Female","306"
"Male","379"
"75+",""
"Female","375"
"Male","476"
