"Population by Five Years Age Group","Number"
"0-4",""
"Female","186"
"Male","168"
"10-14",""
"Female","133"
"Male","134"
"15-19",""
"Female","111"
"Male","104"
"20-24",""
"Female","114"
"Male","105"
"25-29",""
"Female","83"
"Male","100"
"30-34",""
"Female","72"
"Male","64"
"35-39",""
"Female","69"
"Male","95"
"40-44",""
"Female","56"
"Male","54"
"45-49",""
"Female","38"
"Male","47"
"50-54",""
"Female","35"
"Male","39"
"55-59",""
"Female","24"
"Male","34"
"5-9",""
"Female","197"
"Male","132"
"60-64",""
"Female","39"
"Male","38"
"65-69",""
"Female","12"
"Male","15"
"70-74",""
"Female","6"
"Male","5"
"75+",""
"Female","6"
"Male","7"
