"Population by Single Year of Age","Number"
"0",""
"Female","32"
"Male","19"
"1",""
"Female","28"
"Male","29"
"10",""
"Female","29"
"Male","29"
"11",""
"Female","26"
"Male","25"
"12",""
"Female","27"
"Male","34"
"13",""
"Female","20"
"Male","25"
"14",""
"Female","31"
"Male","21"
"15",""
"Female","25"
"Male","24"
"16",""
"Female","28"
"Male","25"
"17",""
"Female","17"
"Male","14"
"18",""
"Female","24"
"Male","24"
"19",""
"Female","17"
"Male","17"
"2",""
"Female","40"
"Male","38"
"20",""
"Female","21"
"Male","14"
"21",""
"Female","19"
"Male","11"
"22",""
"Female","25"
"Male","27"
"23",""
"Female","23"
"Male","30"
"24",""
"Female","26"
"Male","23"
"25",""
"Female","24"
"Male","28"
"26",""
"Female","17"
"Male","21"
"27",""
"Female","14"
"Male","20"
"28",""
"Female","22"
"Male","20"
"29",""
"Female","6"
"Male","11"
"3",""
"Female","49"
"Male","45"
"30",""
"Female","25"
"Male","14"
"31",""
"Female","13"
"Male","17"
"32",""
"Female","11"
"Male","17"
"33",""
"Female","11"
"Male","9"
"34",""
"Female","12"
"Male","7"
"35",""
"Female","18"
"Male","29"
"36",""
"Female","13"
"Male","27"
"37",""
"Female","14"
"Male","9"
"38",""
"Female","13"
"Male","24"
"39",""
"Female","11"
"Male","6"
"4",""
"Female","37"
"Male","37"
"40",""
"Female","22"
"Male","10"
"41",""
"Female","12"
"Male","9"
"42",""
"Female","6"
"Male","14"
"43",""
"Female","12"
"Male","14"
"44",""
"Female","4"
"Male","7"
"45",""
"Female","12"
"Male","10"
"46",""
"Female","6"
"Male","12"
"47",""
"Female","7"
"Male","6"
"48",""
"Female","7"
"Male","12"
"49",""
"Female","6"
"Male","7"
"5",""
"Female","44"
"Male","36"
"50",""
"Female","7"
"Male","11"
"51",""
"Female","6"
"Male","6"
"52",""
"Female","8"
"Male","6"
"53",""
"Female","9"
"Male","7"
"54",""
"Female","5"
"Male","9"
"55",""
"Female","5"
"Male","9"
"56",""
"Female","5"
"Male","10"
"57",""
"Female","4"
"Male","5"
"58",""
"Female","5"
"Male","6"
"59",""
"Female","5"
"Male","4"
"6",""
"Female","41"
"Male","29"
"60",""
"Female","9"
"Male","13"
"61",""
"Female","12"
"Male","8"
"62",""
"Female","10"
"Male","6"
"63",""
"Female","4"
"Male","8"
"64",""
"Female","4"
"Male","3"
"65",""
"Female","3"
"Male","7"
"66",""
"Female","4"
"Male","3"
"67",""
"Female","2"
"Male","3"
"68",""
"Female","2"
"Male","2"
"69",""
"Female","1"
"Male","0"
"7",""
"Female","40"
"Male","29"
"70",""
"Female","6"
"Male","3"
"71",""
"Female","0"
"Male","1"
"73",""
"Female","0"
"Male","1"
"75",""
"Female","2"
"Male","1"
"77",""
"Female","1"
"Male","0"
"78",""
"Female","0"
"Male","1"
"79",""
"Female","0"
"Male","2"
"8",""
"Female","40"
"Male","17"
"80",""
"Female","1"
"Male","0"
"81",""
"Female","1"
"Male","0"
"84",""
"Female","0"
"Male","1"
"85",""
"Female","1"
"Male","2"
"9",""
"Female","32"
"Male","21"
