"Population by Religion","Number"
"Bahai","2"
"Bon","1052"
"Buddism","4898"
"Christianity","638"
"Hindu","41875"
"Islam","839"
"Jainism","0"
"Kirat","13"
"Prakriti","89"
"Sikhism","0"
"Undefined","205"
"Total","49611"
