"Population by Single Year of Age","Number"
"0",""
"Female","1885"
"Male","2035"
"1",""
"Female","1817"
"Male","1824"
"10",""
"Female","3503"
"Male","3737"
"11",""
"Female","3146"
"Male","3203"
"12",""
"Female","3587"
"Male","3908"
"13",""
"Female","3395"
"Male","3504"
"14",""
"Female","3662"
"Male","3480"
"15",""
"Female","3604"
"Male","3523"
"16",""
"Female","3643"
"Male","3504"
"17",""
"Female","3575"
"Male","3442"
"18",""
"Female","3997"
"Male","3790"
"19",""
"Female","2941"
"Male","2462"
"2",""
"Female","1958"
"Male","1941"
"20",""
"Female","3319"
"Male","2686"
"21",""
"Female","2736"
"Male","2171"
"22",""
"Female","3478"
"Male","2592"
"23",""
"Female","2967"
"Male","2216"
"24",""
"Female","2923"
"Male","2138"
"25",""
"Female","3187"
"Male","2441"
"26",""
"Female","2815"
"Male","2173"
"27",""
"Female","2641"
"Male","1973"
"28",""
"Female","2870"
"Male","2418"
"29",""
"Female","1929"
"Male","1558"
"3",""
"Female","1967"
"Male","2193"
"30",""
"Female","3237"
"Male","2479"
"31",""
"Female","1702"
"Male","1458"
"32",""
"Female","2284"
"Male","2038"
"33",""
"Female","1780"
"Male","1482"
"34",""
"Female","1741"
"Male","1540"
"35",""
"Female","2660"
"Male","2092"
"36",""
"Female","2101"
"Male","1757"
"37",""
"Female","1482"
"Male","1241"
"38",""
"Female","1935"
"Male","1765"
"39",""
"Female","1413"
"Male","1255"
"4",""
"Female","2407"
"Male","2467"
"40",""
"Female","2711"
"Male","2450"
"41",""
"Female","1342"
"Male","1221"
"42",""
"Female","1874"
"Male","1696"
"43",""
"Female","1601"
"Male","1423"
"44",""
"Female","1298"
"Male","1279"
"45",""
"Female","2056"
"Male","1863"
"46",""
"Female","1558"
"Male","1388"
"47",""
"Female","1191"
"Male","1252"
"48",""
"Female","1570"
"Male","1649"
"49",""
"Female","1137"
"Male","1143"
"5",""
"Female","2789"
"Male","2750"
"50",""
"Female","2026"
"Male","2076"
"51",""
"Female","1157"
"Male","1248"
"52",""
"Female","1428"
"Male","1600"
"53",""
"Female","1108"
"Male","1144"
"54",""
"Female","1041"
"Male","1133"
"55",""
"Female","1312"
"Male","1491"
"56",""
"Female","1188"
"Male","1218"
"57",""
"Female","920"
"Male","979"
"58",""
"Female","910"
"Male","1121"
"59",""
"Female","825"
"Male","892"
"6",""
"Female","2968"
"Male","3011"
"60",""
"Female","1321"
"Male","1344"
"61",""
"Female","767"
"Male","866"
"62",""
"Female","776"
"Male","867"
"63",""
"Female","610"
"Male","777"
"64",""
"Female","613"
"Male","729"
"65",""
"Female","818"
"Male","848"
"66",""
"Female","497"
"Male","543"
"67",""
"Female","551"
"Male","607"
"68",""
"Female","680"
"Male","852"
"69",""
"Female","342"
"Male","450"
"7",""
"Female","3142"
"Male","3163"
"70",""
"Female","614"
"Male","726"
"71",""
"Female","283"
"Male","349"
"72",""
"Female","417"
"Male","484"
"73",""
"Female","342"
"Male","411"
"74",""
"Female","230"
"Male","348"
"75",""
"Female","397"
"Male","463"
"76",""
"Female","250"
"Male","296"
"77",""
"Female","293"
"Male","289"
"78",""
"Female","374"
"Male","408"
"79",""
"Female","126"
"Male","182"
"8",""
"Female","3252"
"Male","3295"
"80",""
"Female","259"
"Male","286"
"81",""
"Female","112"
"Male","160"
"82",""
"Female","113"
"Male","144"
"83",""
"Female","100"
"Male","123"
"84",""
"Female","108"
"Male","173"
"85",""
"Female","477"
"Male","502"
"9",""
"Female","2967"
"Male","2928"
