"Population by Five Years Age Group","Number"
"0-4",""
"Female","10034"
"Male","10460"
"10-14",""
"Female","17293"
"Male","17832"
"15-19",""
"Female","17760"
"Male","16721"
"20-24",""
"Female","15423"
"Male","11803"
"25-29",""
"Female","13442"
"Male","10563"
"30-34",""
"Female","10744"
"Male","8997"
"35-39",""
"Female","9591"
"Male","8110"
"40-44",""
"Female","8826"
"Male","8069"
"45-49",""
"Female","7512"
"Male","7295"
"50-54",""
"Female","6760"
"Male","7201"
"55-59",""
"Female","5155"
"Male","5701"
"5-9",""
"Female","15118"
"Male","15147"
"60-64",""
"Female","4087"
"Male","4583"
"65-69",""
"Female","2888"
"Male","3300"
"70-74",""
"Female","1886"
"Male","2318"
"75+",""
"Female","2609"
"Male","3026"
