"Children, Adolescent, Youth, Elderly and Working Population","Number"
"Adolescent (10-19)",""
"Female","34553"
"Male","34553"
"Children (0-4)",""
"Female","10460"
"Male","10460"
"Elderely (60+)",""
"Female","13227"
"Male","13227"
"Working population (15-59)",""
"Female","84460"
"Male","84460"
"Youth (15-24)",""
"Female","28524"
"Male","28524"
