"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","2236"
"Male","1944"
"Chhetri",""
"Female","697"
"Male","615"
"Damai/Dholi",""
"Female","91"
"Male","62"
"Gharti/Bhujel",""
"Female","33"
"Male","31"
"Kami",""
"Female","219"
"Male","165"
"Magar",""
"Female","297"
"Male","252"
"Newar",""
"Female","613"
"Male","564"
"Others",""
"Female","24"
"Male","13"
"Sanyasi/Dasnami",""
"Female","11"
"Male","12"
"Tamang",""
"Female","4869"
"Male","4009"
"Thakuri",""
"Female","8"
"Male","12"
