"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","15"
"Cow Dung","0"
"Electricity","0"
"Kerosene","3"
"LP Gas","4"
"Not stated","47"
"Others","0"
"Wood/Firewood","4208"
"Total","4277"
