"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","14"
"Cow Dung","2542"
"Electricity Fuel","0"
"KeroseneFuel","89"
"LP Gas","11"
"Not Sated about Fuel","52"
"OthersFuel","137"
"Wood/FireWood","1862"
"Total","4707"
