"Population by Caste Ethinicity","Number"
"Badi",""
"Female","18"
"Male","28"
"","46"
"Bhote",""
"Female","154"
"Male","140"
"","294"
"Brahman - Hill",""
"Female","570"
"Male","564"
"","1134"
"Chhetri",""
"Female","2626"
"Male","2672"
"","5298"
"Dalit Others",""
"Female","60"
"Male","60"
"","120"
"Damai/Dholi",""
"Female","110"
"Male","98"
"","208"
"Kami",""
"Female","119"
"Male","131"
"","250"
"Lohar",""
"Female","179"
"Male","148"
"","327"
"Others",""
"Female","7"
"Male","15"
"","22"
"Sanyasi/Dasnami",""
"Female","9"
"Male","4"
"","13"
"Sarki",""
"Female","411"
"Male","458"
"","869"
"Tamang",""
"Female","38"
"Male","38"
"","76"
"Teli",""
"Female","29"
"Male","27"
"","56"
"Terai Others",""
"Female","11"
"Male","6"
"","17"
"Thakuri",""
"Female","248"
"Male","236"
"","484"
