"Population by Mother tongue","Number"
"Avadhi",""
"Female","20515"
"Male","22158"
"Bangla",""
"Female","71"
"Male","109"
"Bhojpuri",""
"Female","101"
"Male","118"
"Danuwar",""
"Female","12"
"Male","6"
"Doteli",""
"Female","229"
"Male","236"
"Gurung",""
"Female","108"
"Male","95"
"Hindi",""
"Female","1376"
"Male","1485"
"Kham",""
"Female","10"
"Male","17"
"Limbu",""
"Female","35"
"Male","33"
"Magar",""
"Female","442"
"Male","392"
"Maithili",""
"Female","926"
"Male","1039"
"Nepali",""
"Female","23508"
"Male","23325"
"Newar",""
"Female","675"
"Male","664"
"Not Reported",""
"Female","64"
"Male","77"
"Others",""
"Female","39"
"Male","31"
"Punjabi",""
"Female","61"
"Male","55"
"Rai",""
"Female","76"
"Male","70"
"Rajsthani",""
"Female","60"
"Male","68"
"Santhali",""
"Female","7"
"Male","5"
"Sherpa",""
"Female","47"
"Male","38"
"Tamang",""
"Female","99"
"Male","93"
"Tharu",""
"Female","1132"
"Male","1429"
"Urdu",""
"Female","18481"
"Male","19334"
