"Population by Five Years Age Group","Number"
"0-4",""
"Female","6416"
"Male","6591"
"10-14",""
"Female","8366"
"Male","9079"
"15-19",""
"Female","7999"
"Male","8477"
"20-24",""
"Female","7297"
"Male","7257"
"25-29",""
"Female","6525"
"Male","6542"
"30-34",""
"Female","5384"
"Male","5354"
"35-39",""
"Female","4778"
"Male","5087"
"40-44",""
"Female","3459"
"Male","4018"
"45-49",""
"Female","2700"
"Male","3202"
"50-54",""
"Female","1952"
"Male","2317"
"55-59",""
"Female","1609"
"Male","1820"
"5-9",""
"Female","8039"
"Male","8801"
"60-64",""
"Female","1540"
"Male","1644"
"65-69",""
"Female","1029"
"Male","1043"
"70-74",""
"Female","716"
"Male","790"
"75+",""
"Female","704"
"Male","706"
