"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","42"
"Cow Dung","581"
"Electricity","13"
"Kerosene","351"
"LP Gas","13153"
"Not stated","253"
"Others","62"
"Wood/Firewood","13437"
"Total","27892"
