"Population by Single Year of Age","Number"
"0",""
"Female","1192"
"Male","1246"
"1",""
"Female","1032"
"Male","1170"
"10",""
"Female","2131"
"Male","2303"
"11",""
"Female","1207"
"Male","1301"
"12",""
"Female","1950"
"Male","2199"
"13",""
"Female","1464"
"Male","1488"
"14",""
"Female","1614"
"Male","1788"
"15",""
"Female","1694"
"Male","1802"
"16",""
"Female","1769"
"Male","1852"
"17",""
"Female","1414"
"Male","1404"
"18",""
"Female","1986"
"Male","2249"
"19",""
"Female","1136"
"Male","1170"
"2",""
"Female","1273"
"Male","1295"
"20",""
"Female","2143"
"Male","2128"
"21",""
"Female","1026"
"Male","1006"
"22",""
"Female","1710"
"Male","1786"
"23",""
"Female","1121"
"Male","1044"
"24",""
"Female","1297"
"Male","1293"
"25",""
"Female","2194"
"Male","2161"
"26",""
"Female","1148"
"Male","1206"
"27",""
"Female","992"
"Male","974"
"28",""
"Female","1626"
"Male","1563"
"29",""
"Female","565"
"Male","638"
"3",""
"Female","1480"
"Male","1449"
"30",""
"Female","2457"
"Male","2346"
"31",""
"Female","439"
"Male","497"
"32",""
"Female","1253"
"Male","1291"
"33",""
"Female","599"
"Male","573"
"34",""
"Female","636"
"Male","647"
"35",""
"Female","2323"
"Male","2484"
"36",""
"Female","692"
"Male","722"
"37",""
"Female","479"
"Male","539"
"38",""
"Female","942"
"Male","985"
"39",""
"Female","342"
"Male","357"
"4",""
"Female","1439"
"Male","1431"
"40",""
"Female","1927"
"Male","2260"
"41",""
"Female","277"
"Male","308"
"42",""
"Female","680"
"Male","790"
"43",""
"Female","302"
"Male","333"
"44",""
"Female","273"
"Male","327"
"45",""
"Female","1436"
"Male","1772"
"46",""
"Female","296"
"Male","351"
"47",""
"Female","218"
"Male","252"
"48",""
"Female","545"
"Male","601"
"49",""
"Female","205"
"Male","226"
"5",""
"Female","1645"
"Male","1918"
"50",""
"Female","1137"
"Male","1305"
"51",""
"Female","133"
"Male","255"
"52",""
"Female","330"
"Male","424"
"53",""
"Female","175"
"Male","182"
"54",""
"Female","177"
"Male","151"
"55",""
"Female","882"
"Male","1007"
"56",""
"Female","183"
"Male","246"
"57",""
"Female","144"
"Male","156"
"58",""
"Female","293"
"Male","288"
"59",""
"Female","107"
"Male","123"
"6",""
"Female","1606"
"Male","1706"
"60",""
"Female","1033"
"Male","1057"
"61",""
"Female","103"
"Male","121"
"62",""
"Female","219"
"Male","218"
"63",""
"Female","92"
"Male","134"
"64",""
"Female","93"
"Male","114"
"65",""
"Female","692"
"Male","666"
"66",""
"Female","84"
"Male","82"
"67",""
"Female","67"
"Male","78"
"68",""
"Female","151"
"Male","174"
"69",""
"Female","35"
"Male","43"
"7",""
"Female","1575"
"Male","1653"
"70",""
"Female","530"
"Male","551"
"71",""
"Female","34"
"Male","57"
"72",""
"Female","88"
"Male","117"
"73",""
"Female","36"
"Male","31"
"74",""
"Female","28"
"Male","34"
"75",""
"Female","225"
"Male","225"
"76",""
"Female","32"
"Male","35"
"77",""
"Female","16"
"Male","30"
"78",""
"Female","39"
"Male","51"
"79",""
"Female","16"
"Male","19"
"8",""
"Female","1963"
"Male","2147"
"80",""
"Female","166"
"Male","147"
"81",""
"Female","9"
"Male","20"
"82",""
"Female","18"
"Male","20"
"83",""
"Female","9"
"Male","12"
"84",""
"Female","13"
"Male","11"
"85",""
"Female","161"
"Male","136"
"9",""
"Female","1250"
"Male","1377"
