"Population by Mother tongue","Number"
"Avadhi",""
"Female","1678"
"Male","1802"
"","3480"
"Bhojpuri",""
"Female","6"
"Male","5"
"","11"
"Doteli",""
"Female","20"
"Male","23"
"","43"
"Hindi",""
"Female","39"
"Male","33"
"","72"
"Kham",""
"Female","123"
"Male","88"
"","211"
"Magar",""
"Female","182"
"Male","154"
"","336"
"Maithili",""
"Female","10"
"Male","23"
"","33"
"Nepali",""
"Female","8641"
"Male","7202"
"","15843"
"Newar",""
"Female","12"
"Male","17"
"","29"
"Others",""
"Female","15"
"Male","11"
"","26"
"Sign Language",""
"Female","6"
"Male","6"
"","12"
"Tamang",""
"Female","10"
"Male","2"
"","12"
"Tharu",""
"Female","8807"
"Male","8600"
"","17407"
"Urdu",""
"Female","554"
"Male","523"
"","1077"
