"Population by Five Years Age Group","Number"
"0-4",""
"Female","540"
"Male","564"
"10-14",""
"Female","620"
"Male","577"
"15-19",""
"Female","545"
"Male","416"
"20-24",""
"Female","435"
"Male","266"
"25-29",""
"Female","326"
"Male","197"
"30-34",""
"Female","255"
"Male","132"
"35-39",""
"Female","281"
"Male","245"
"40-44",""
"Female","218"
"Male","190"
"45-49",""
"Female","294"
"Male","241"
"50-54",""
"Female","197"
"Male","197"
"55-59",""
"Female","162"
"Male","151"
"5-9",""
"Female","534"
"Male","581"
"60-64",""
"Female","208"
"Male","214"
"65-69",""
"Female","145"
"Male","140"
"70-74",""
"Female","170"
"Male","171"
"75+",""
"Female","170"
"Male","180"
