"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","10"
"Male","18"
"","28"
"Chhetri",""
"Female","2550"
"Male","2452"
"","5002"
"Dalit Others",""
"Female","21"
"Male","25"
"","46"
"Damai/Dholi",""
"Female","450"
"Male","374"
"","824"
"Gharti/Bhujel",""
"Female","8"
"Male","4"
"","12"
"Kami",""
"Female","1250"
"Male","935"
"","2185"
"Magar",""
"Female","5463"
"Male","4334"
"","9797"
"Musalman",""
"Female","9"
"Male","8"
"","17"
"Others",""
"Female","9"
"Male","10"
"","19"
"Thakuri",""
"Female","25"
"Male","31"
"","56"
