"Population by Religion","Number"
"Bahai","1"
"Bon","0"
"Buddism","3979"
"Christianity","804"
"Hindu","12610"
"Islam","17"
"Jainism","0"
"Kirat","0"
"Prakriti","200"
"Sikhism","0"
"Undefined","375"
"Total","17986"
