"Population by Caste Ethinicity","Number"
"Bangali",""
"Female","186"
"Male","172"
"","358"
"Brahman - Hill",""
"Female","978"
"Male","862"
"","1840"
"Chhetri",""
"Female","8059"
"Male","7564"
"","15623"
"Dalit Others",""
"Female","2085"
"Male","1881"
"","3966"
"Damai/Dholi",""
"Female","464"
"Male","459"
"","923"
"Kami",""
"Female","697"
"Male","642"
"","1339"
"Lohar",""
"Female","229"
"Male","200"
"","429"
"Magar",""
"Female","136"
"Male","141"
"","277"
"Others",""
"Female","9"
"Male","9"
"","18"
"Terai Others",""
"Female","13"
"Male","9"
"","22"
"Thakuri",""
"Female","201"
"Male","170"
"","371"
