"Population by Mother tongue","Number"
"Avadhi",""
"Female","5"
"Male","9"
"Bhojpuri",""
"Female","27"
"Male","30"
"Gurung",""
"Female","229"
"Male","209"
"Hindi",""
"Female","1"
"Male","21"
"Magar",""
"Female","6019"
"Male","4588"
"Maithili",""
"Female","11"
"Male","12"
"Nepali",""
"Female","14468"
"Male","11132"
"Newar",""
"Female","515"
"Male","405"
"Not Reported",""
"Female","12"
"Male","3"
"Others",""
"Female","18"
"Male","19"
"Tharu",""
"Female","11"
"Male","25"
"Urdu",""
"Female","18"
"Male","22"
