"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","132"
"Cow Dung","4"
"Electricity","19"
"Kerosene","20"
"LP Gas","1016"
"Not stated","13"
"Others","1"
"Wood/Firewood","7070"
"Total","8275"
