"Population by Five Years Age Group","Number"
"0-4",""
"Female","1522"
"Male","1680"
"10-14",""
"Female","2763"
"Male","2698"
"15-19",""
"Female","2646"
"Male","2186"
"20-24",""
"Female","2040"
"Male","1046"
"25-29",""
"Female","1645"
"Male","772"
"30-34",""
"Female","1394"
"Male","706"
"35-39",""
"Female","1273"
"Male","681"
"40-44",""
"Female","1075"
"Male","608"
"45-49",""
"Female","999"
"Male","596"
"50-54",""
"Female","890"
"Male","665"
"55-59",""
"Female","740"
"Male","592"
"5-9",""
"Female","2187"
"Male","2304"
"60-64",""
"Female","719"
"Male","599"
"65-69",""
"Female","539"
"Male","485"
"70-74",""
"Female","386"
"Male","383"
"75+",""
"Female","523"
"Male","479"
