"Population by Single Year of Age","Number"
"0",""
"Female","4184"
"Male","4410"
"1",""
"Female","3528"
"Male","4119"
"10",""
"Female","6817"
"Male","7310"
"11",""
"Female","6190"
"Male","6526"
"12",""
"Female","7347"
"Male","8168"
"13",""
"Female","7189"
"Male","7195"
"14",""
"Female","7425"
"Male","7557"
"15",""
"Female","7204"
"Male","7354"
"16",""
"Female","7124"
"Male","7068"
"17",""
"Female","6849"
"Male","6857"
"18",""
"Female","7491"
"Male","7522"
"19",""
"Female","5911"
"Male","5215"
"2",""
"Female","4209"
"Male","4527"
"20",""
"Female","7550"
"Male","6327"
"21",""
"Female","5894"
"Male","5068"
"22",""
"Female","7325"
"Male","5847"
"23",""
"Female","5905"
"Male","4656"
"24",""
"Female","5994"
"Male","4709"
"25",""
"Female","7290"
"Male","5174"
"26",""
"Female","5728"
"Male","3971"
"27",""
"Female","5398"
"Male","3884"
"28",""
"Female","6451"
"Male","4695"
"29",""
"Female","3701"
"Male","2887"
"3",""
"Female","4021"
"Male","4396"
"30",""
"Female","8128"
"Male","5643"
"31",""
"Female","3179"
"Male","2601"
"32",""
"Female","5163"
"Male","4000"
"33",""
"Female","3538"
"Male","2710"
"34",""
"Female","3564"
"Male","2840"
"35",""
"Female","7541"
"Male","5555"
"36",""
"Female","3924"
"Male","2895"
"37",""
"Female","3128"
"Male","2494"
"38",""
"Female","4050"
"Male","3459"
"39",""
"Female","2612"
"Male","2161"
"4",""
"Female","4466"
"Male","4941"
"40",""
"Female","7371"
"Male","6088"
"41",""
"Female","2205"
"Male","2116"
"42",""
"Female","3407"
"Male","3225"
"43",""
"Female","2417"
"Male","2008"
"44",""
"Female","2127"
"Male","1935"
"45",""
"Female","5342"
"Male","4932"
"46",""
"Female","2413"
"Male","2253"
"47",""
"Female","1922"
"Male","1977"
"48",""
"Female","2938"
"Male","2878"
"49",""
"Female","1758"
"Male","1795"
"5",""
"Female","4866"
"Male","5359"
"50",""
"Female","4940"
"Male","4821"
"51",""
"Female","1707"
"Male","1722"
"52",""
"Female","2142"
"Male","2397"
"53",""
"Female","1534"
"Male","1600"
"54",""
"Female","1419"
"Male","1509"
"55",""
"Female","2931"
"Male","3063"
"56",""
"Female","1718"
"Male","1668"
"57",""
"Female","1429"
"Male","1560"
"58",""
"Female","1566"
"Male","1745"
"59",""
"Female","1101"
"Male","1139"
"6",""
"Female","5103"
"Male","5489"
"60",""
"Female","3589"
"Male","3265"
"61",""
"Female","1065"
"Male","1185"
"62",""
"Female","1363"
"Male","1293"
"63",""
"Female","970"
"Male","989"
"64",""
"Female","1011"
"Male","958"
"65",""
"Female","2408"
"Male","2117"
"66",""
"Female","911"
"Male","914"
"67",""
"Female","1057"
"Male","1009"
"68",""
"Female","1234"
"Male","1409"
"69",""
"Female","557"
"Male","681"
"7",""
"Female","5648"
"Male","5917"
"70",""
"Female","2038"
"Male","1912"
"71",""
"Female","501"
"Male","530"
"72",""
"Female","855"
"Male","887"
"73",""
"Female","536"
"Male","642"
"74",""
"Female","444"
"Male","502"
"75",""
"Female","1239"
"Male","1083"
"76",""
"Female","484"
"Male","534"
"77",""
"Female","485"
"Male","496"
"78",""
"Female","743"
"Male","750"
"79",""
"Female","281"
"Male","368"
"8",""
"Female","5871"
"Male","6456"
"80",""
"Female","765"
"Male","621"
"81",""
"Female","231"
"Male","282"
"82",""
"Female","332"
"Male","356"
"83",""
"Female","269"
"Male","309"
"84",""
"Female","306"
"Male","294"
"85",""
"Female","1555"
"Male","1309"
"9",""
"Female","5775"
"Male","5999"
