"Population by Five Years Age Group","Number"
"0-4",""
"Female","20408"
"Male","22393"
"10-14",""
"Female","34968"
"Male","36756"
"15-19",""
"Female","34579"
"Male","34016"
"20-24",""
"Female","32668"
"Male","26607"
"25-29",""
"Female","28568"
"Male","20611"
"30-34",""
"Female","23572"
"Male","17794"
"35-39",""
"Female","21255"
"Male","16564"
"40-44",""
"Female","17527"
"Male","15372"
"45-49",""
"Female","14373"
"Male","13835"
"50-54",""
"Female","11742"
"Male","12049"
"55-59",""
"Female","8745"
"Male","9175"
"5-9",""
"Female","27263"
"Male","29220"
"60-64",""
"Female","7998"
"Male","7690"
"65-69",""
"Female","6167"
"Male","6130"
"70-74",""
"Female","4374"
"Male","4473"
"75+",""
"Female","6690"
"Male","6402"
