"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","0"
"Cow Dung","3"
"Electricity","0"
"Kerosene","24"
"LP Gas","0"
"Not stated","11"
"Others","0"
"Wood/Firewood","3274"
"Total","3312"
