"Population by Five Years Age Group","Number"
"0-4",""
"Female","1245"
"Male","1223"
"10-14",""
"Female","1365"
"Male","1353"
"15-19",""
"Female","1137"
"Male","930"
"20-24",""
"Female","873"
"Male","420"
"25-29",""
"Female","734"
"Male","372"
"30-34",""
"Female","572"
"Male","368"
"35-39",""
"Female","530"
"Male","339"
"40-44",""
"Female","457"
"Male","325"
"45-49",""
"Female","412"
"Male","334"
"50-54",""
"Female","386"
"Male","332"
"55-59",""
"Female","279"
"Male","297"
"5-9",""
"Female","1360"
"Male","1371"
"60-64",""
"Female","309"
"Male","254"
"65-69",""
"Female","253"
"Male","203"
"70-74",""
"Female","177"
"Male","181"
"75+",""
"Female","193"
"Male","182"
