"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","0"
"Cow Dung","0"
"Electricity Fuel","2"
"KeroseneFuel","6"
"LP Gas","3"
"Not Sated about Fuel","28"
"OthersFuel","1"
"Wood/FireWood","3271"
"Total","3311"
