"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2055"
"Male","1794"
"","3849"
"Chhetri",""
"Female","4858"
"Male","4169"
"","9027"
"Dalit Others",""
"Female","18"
"Male","22"
"","40"
"Damai/Dholi",""
"Female","220"
"Male","225"
"","445"
"Kami",""
"Female","599"
"Male","479"
"","1078"
"Kumal",""
"Female","7"
"Male","7"
"","14"
"Lohar",""
"Female","82"
"Male","74"
"","156"
"Newar",""
"Female","29"
"Male","30"
"","59"
"Others",""
"Female","8"
"Male","2"
"","10"
"Sanyasi/Dasnami",""
"Female","16"
"Male","20"
"","36"
"Sarki",""
"Female","903"
"Male","792"
"","1695"
"Thakuri",""
"Female","377"
"Male","280"
"","657"
