"Population by Caste Ethinicity","Number"
"Badi",""
"Female","9"
"Male","16"
"","25"
"Bhote",""
"Female","40"
"Male","37"
"","77"
"Brahman - Hill",""
"Female","111"
"Male","138"
"","249"
"Chhetri",""
"Female","5902"
"Male","6173"
"","12075"
"Dalit Others",""
"Female","247"
"Male","284"
"","531"
"Damai/Dholi",""
"Female","518"
"Male","567"
"","1085"
"Kami",""
"Female","1621"
"Male","1587"
"","3208"
"Kumal",""
"Female","23"
"Male","24"
"","47"
"Mallaha",""
"Female","5"
"Male","7"
"","12"
"Newar",""
"Female","60"
"Male","75"
"","135"
"Others",""
"Female","11"
"Male","24"
"","35"
"Sarki",""
"Female","39"
"Male","40"
"","79"
"Tamang",""
"Female","38"
"Male","31"
"","69"
"Terai Others",""
"Female","20"
"Male","15"
"","35"
"Thakuri",""
"Female","1189"
"Male","1219"
"","2408"
"Tharu",""
"Female","2"
"Male","10"
"","12"
