"Population by Mother tongue","Number"
"Bhujel",""
"Female","27"
"Male","30"
"Doteli",""
"Female","13"
"Male","4"
"Gurung",""
"Female","44"
"Male","47"
"Limbu",""
"Female","3675"
"Male","3095"
"Magar",""
"Female","219"
"Male","213"
"Nepali",""
"Female","4496"
"Male","3818"
"Newar",""
"Female","20"
"Male","24"
"Not Reported",""
"Female","28"
"Male","26"
"Others",""
"Female","17"
"Male","17"
"Rai",""
"Female","11"
"Male","12"
"Sherpa",""
"Female","117"
"Male","108"
"Sunuwar",""
"Female","21"
"Male","16"
"Tamang",""
"Female","348"
"Male","269"
