"Population by Mother tongue","Number"
"Achhami",""
"Female","1304"
"Male","1059"
"Bajureli",""
"Female","22"
"Male","27"
"Dailekhi",""
"Female","10"
"Male","7"
"Doteli",""
"Female","2160"
"Male","1826"
"Gurung",""
"Female","9"
"Male","6"
"Hindi",""
"Female","69"
"Male","65"
"Jumli",""
"Female","133"
"Male","128"
"Kham",""
"Female","21"
"Male","27"
"Magar",""
"Female","237"
"Male","220"
"Maithili",""
"Female","586"
"Male","561"
"Nepali",""
"Female","5507"
"Male","4923"
"Not Reported",""
"Female","43"
"Male","42"
"Others",""
"Female","20"
"Male","11"
"Sign Language",""
"Female","6"
"Male","5"
"Tharu",""
"Female","6894"
"Male","6738"
"Urdu",""
"Female","9"
"Male","8"
