"Population by Five Years Age Group","Number"
"0-4",""
"Female","1699"
"Male","1762"
"10-14",""
"Female","2362"
"Male","2383"
"15-19",""
"Female","1935"
"Male","1843"
"20-24",""
"Female","1708"
"Male","1194"
"25-29",""
"Female","1480"
"Male","1188"
"30-34",""
"Female","1091"
"Male","876"
"35-39",""
"Female","1023"
"Male","887"
"40-44",""
"Female","740"
"Male","689"
"45-49",""
"Female","614"
"Male","631"
"50-54",""
"Female","514"
"Male","491"
"55-59",""
"Female","437"
"Male","388"
"5-9",""
"Female","2229"
"Male","2223"
"60-64",""
"Female","485"
"Male","402"
"65-69",""
"Female","328"
"Male","324"
"70-74",""
"Female","206"
"Male","201"
"75+",""
"Female","179"
"Male","171"
