"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","262"
"Cow Dung","4"
"Electricity","0"
"Kerosene","8"
"LP Gas","119"
"Not stated","23"
"Others","2"
"Wood/Firewood","5285"
"Total","5703"
